Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,season
Carlik Jones,PG,24,DEN,2,4,8.9,.500,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,0.0,0.0,0.0,-0.030,-3.0,-3.7,-6.7,0.0,2022
Damian Jones,C,26,SAC,56,1017,18.3,.701,.109,.492,7.9,18.5,13.2,10.2,1.2,4.0,15.4,16.2,2.4,0.9,3.3,.156,-0.2,0.5,0.3,0.6,2022
Derrick Jones Jr.,PF,24,CHI,51,899,13.0,.633,.313,.359,7.6,13.6,10.6,4.4,1.4,3.2,11.7,12.5,1.4,0.8,2.2,.119,-1.5,0.5,-0.9,0.2,2022
Herbert Jones,PF,23,NOP,78,2335,12.3,.573,.293,.283,4.5,9.6,7.0,10.0,2.7,2.5,13.4,13.7,2.1,2.5,4.6,.096,-2.0,1.5,-0.5,0.9,2022
Jemerrio Jones,SF,26,LAL,2,15,14.8,.667,.000,.000,14.4,7.1,10.8,0.0,3.2,0.0,0.0,8.6,0.0,0.0,0.1,.170,-1.1,0.1,-1.0,0.0,2022
Kai Jones,C,21,CHO,21,63,9.2,.628,.143,.571,5.0,13.7,9.2,8.6,0.8,3.0,25.5,15.9,0.0,0.0,0.0,.009,-5.2,-1.4,-6.6,-0.1,2022
Mason Jones,SG,23,LAL,4,51,17.8,.625,.267,1.000,2.1,18.9,10.5,10.9,1.9,0.0,4.4,19.0,0.2,0.0,0.2,.201,-1.2,0.3,-0.9,0.0,2022
Tre Jones,PG,22,SAS,69,1148,15.0,.545,.150,.268,2.6,11.6,7.1,27.0,1.8,0.5,10.8,15.6,1.9,0.9,2.9,.121,-0.9,0.4,-0.5,0.4,2022
Tyus Jones,PG,25,MEM,73,1549,16.5,.544,.371,.120,1.1,11.0,5.9,28.2,2.0,0.1,7.3,16.6,3.4,1.6,5.1,.158,1.2,0.5,1.7,1.4,2022
DeAndre Jordan,C,33,TOT,48,622,17.2,.641,.000,.280,14.7,31.4,23.1,4.9,0.9,5.0,18.7,13.9,0.9,1.0,1.9,.145,-1.5,0.1,-1.4,0.1,2022
DeAndre Jordan,C,33,LAL,32,408,17.5,.657,.000,.292,13.5,31.8,22.7,4.5,1.2,5.7,17.3,12.8,0.7,0.6,1.3,.153,-1.5,0.9,-0.6,0.2,2022
DeAndre Jordan,C,33,PHI,16,214,16.5,.615,.000,.259,17.0,30.8,24.0,5.6,0.5,3.8,21.0,16.0,0.3,0.3,0.6,.131,-1.6,-1.4,-2.9,0.0,2022
,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Cory Joseph,PG,30,DET,65,1600,11.4,.579,.393,.283,1.9,10.3,5.9,21.8,1.3,1.0,15.9,14.3,1.7,0.8,2.5,.075,-2.0,-0.1,-2.1,0.0,2022
Georgios Kalaitzakis,SF,23,TOT,13,213,8.6,.536,.388,.448,3.0,7.3,5.1,8.8,2.5,0.9,20.0,20.2,-0.3,0.2,-0.1,-0.024,-5.1,-1.9,-7.0,-0.3,2022
Georgios Kalaitzakis,SF,23,MIL,9,48,5.8,.535,.364,.818,9.0,8.7,8.8,0.0,1.0,2.0,21.1,16.9,0.0,0.0,0.0,-0.010,-5.8,-2.1,-7.9,-0.1,2022
Georgios Kalaitzakis,SF,23,OKC,4,166,9.4,.536,.393,.375,1.2,6.9,4.0,11.4,2.9,0.6,19.7,21.1,-0.2,0.2,-0.1,-0.028,-4.9,-1.9,-6.8,-0.2,2022
Frank Kaminsky,C,28,PHO,9,181,21.3,.635,.227,.303,6.7,17.3,12.1,10.1,2.1,3.4,6.3,19.0,0.5,0.3,0.9,.228,2.4,2.5,4.9,0.3,2022
Luke Kennard,SG,25,LAC,70,1919,13.3,.619,.662,.121,1.1,11.2,6.3,11.2,1.1,0.3,8.2,16.8,2.8,1.7,4.5,.113,0.8,-0.3,0.5,1.2,2022
Braxton Key,SF,24,TOT,11,197,13.7,.508,.292,.181,6.8,21.4,13.7,8.9,2.5,5.0,12.4,19.4,-0.1,0.3,0.2,.052,-3.8,0.6,-3.3,-0.1,2022
Braxton Key,SF,24,PHI,2,6,9.0,.500,.500,.000,18.9,18.3,18.6,25.7,8.3,0.0,50.0,29.9,0.0,0.0,0.0,-0.169,-9.5,3.3,-6.2,0.0,2022
Braxton Key,SF,24,DET,9,191,13.9,.508,.286,.186,6.5,21.5,13.6,8.4,2.3,5.2,10.6,19.0,0.0,0.3,0.2,.059,-3.7,0.5,-3.2,-0.1,2022
George King,SF,28,DAL,4,19,-12.3,.085,.800,.400,0.0,29.3,14.6,0.0,0.0,0.0,14.5,16.3,-0.1,0.0,-0.1,-0.296,-16.5,-3.5,-20.1,-0.1,2022
Louis King,SF,22,SAC,10,104,8.1,.438,.574,.213,0.0,12.7,6.3,12.5,0.9,0.8,0.0,21.2,0.0,0.0,0.0,.000,-3.0,-1.6,-4.6,-0.1,2022
Corey Kispert,SF,22,WAS,77,1801,10.9,.586,.623,.121,3.3,9.4,6.4,6.7,1.0,1.0,8.5,14.6,1.6,0.7,2.3,.061,-0.8,-1.5,-2.3,-0.1,2022
Maxi Kleber,PF,30,DAL,59,1450,11.0,.537,.720,.184,5.4,21.5,13.4,6.5,1.0,3.6,10.9,13.3,0.7,2.3,3.0,.098,-1.6,1.2,-0.4,0.6,2022
Brandon Knight,PG,30,DAL,5,65,13.0,.561,.680,.320,0.0,13.7,6.8,18.6,0.8,0.0,12.3,22.5,0.1,0.1,0.1,.091,-2.7,-1.9,-4.6,0.0,2022
Nathan Knight,PF,24,MIN,37,267,18.7,.603,.148,.682,12.5,21.8,17.1,11.9,1.2,2.9,13.6,20.7,0.6,0.3,1.0,.171,-0.7,0.1,-0.6,0.1,2022
Kevin Knox,SF,22,TOT,30,222,10.9,.491,.635,.259,6.8,14.8,10.7,6.5,0.9,0.8,6.9,20.0,0.1,0.2,0.2,.047,-1.9,-2.2,-4.1,-0.1,2022
Kevin Knox,SF,22,NYK,13,111,11.6,.529,.700,.250,7.6,13.8,10.7,4.2,0.9,0.9,10.1,19.5,0.0,0.1,0.1,.062,0.5,-1.9,-1.4,0.0,2022
Kevin Knox,SF,22,ATL,17,111,10.1,.457,.578,.267,5.9,15.7,10.8,8.8,0.9,0.8,3.8,20.6,0.0,0.1,0.1,.031,-4.4,-2.5,-6.9,-0.1,2022
John Konchar,SG,25,MEM,72,1292,14.0,.615,.481,.187,6.9,20.1,13.3,10.6,1.7,1.5,9.3,9.9,2.4,1.8,4.2,.155,0.2,1.3,1.5,1.2,2022
Furkan Korkmaz,SG,24,PHI,67,1414,10.2,.502,.566,.179,1.8,11.9,6.9,13.1,1.2,0.6,8.6,17.6,0.1,1.1,1.2,.041,-2.0,-1.1,-3.1,-0.4,2022
Luke Kornet,C,26,TOT,15,103,16.6,.506,.185,.222,14.0,16.4,15.2,12.4,1.4,2.6,0.0,12.7,0.2,0.2,0.4,.194,-0.9,0.4,-0.5,0.0,2022
Luke Kornet,C,26,CLE,2,15,8.7,.316,.200,.600,15.1,7.2,11.1,8.8,0.0,5.9,0.0,18.6,0.0,0.0,0.0,.008,-6.7,-3.2,-9.9,0.0,2022
Luke Kornet,C,26,MIL,1,3,-5.0,.000,.000,.000,36.1,0.0,17.7,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,-0.154,-14.2,-10.5,-24.7,0.0,2022
Luke Kornet,C,26,BOS,12,85,18.8,.582,.190,.143,13.0,18.6,15.9,13.5,1.8,2.1,0.0,11.6,0.3,0.2,0.4,.239,0.6,1.4,2.1,0.1,2022
Vit Krejci,SG,21,OKC,30,690,8.5,.529,.587,.132,2.6,12.6,7.5,11.9,1.3,1.1,14.1,12.9,0.1,0.5,0.6,.042,-4.3,-1.0,-5.3,-0.6,2022
Arnoldas Kulboka,SF,24,CHO,2,5,-10.7,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,-0.217,-14.7,-7.1,-21.8,0.0,2022
Jonathan Kuminga,SF,19,GSW,70,1185,15.2,.600,.324,.413,5.1,16.1,10.8,8.4,1.3,1.8,12.0,22.7,1.3,1.8,3.0,.123,-1.3,-0.2,-1.5,0.1,2022
Kyle Kuzma,PF,26,WAS,66,2204,15.2,.547,.401,.234,3.6,24.3,14.1,16.3,0.9,2.2,14.1,24.2,0.0,2.0,2.0,.044,0.2,-0.4,-0.2,1.0,2022
Anthony Lamb,SF,24,SAS,2,8,-0.5,.000,1.000,.000,0.0,13.2,6.6,27.9,0.0,0.0,0.0,10.6,0.0,0.0,0.0,-0.138,-6.2,-1.8,-8.0,0.0,2022
,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Jeremy Lamb,SF-SG,29,TOT,56,935,13.3,.521,.490,.305,3.0,15.3,9.1,12.3,1.6,2.0,8.6,19.7,0.6,0.6,1.2,.063,-0.4,-0.5,-0.8,0.3,2022
Jeremy Lamb,SF,29,IND,39,613,13.4,.524,.513,.351,2.7,14.6,8.5,11.6,1.8,2.0,8.4,20.0,0.5,0.4,0.9,.070,-0.2,-0.2,-0.5,0.2,2022
Jeremy Lamb,SG,29,SAC,17,322,13.1,.514,.445,.218,3.7,16.7,10.1,13.5,1.2,2.2,9.1,19.1,0.1,0.2,0.3,.051,-0.6,-0.9,-1.5,0.0,2022
Jock Landale,C,26,SAS,54,589,16.0,.597,.436,.201,11.1,13.5,12.3,10.6,0.8,2.0,12.3,18.1,1.0,0.4,1.5,.121,0.7,-1.1,-0.4,0.2,2022
Romeo Langford,SG,22,TOT,48,771,9.2,.520,.445,.220,4.3,10.7,7.6,3.7,1.4,1.9,7.1,12.9,0.3,1.0,1.3,.082,-2.3,1.0,-1.4,0.1,2022
Romeo Langford,SG,22,BOS,44,728,9.3,.520,.451,.185,4.6,10.7,7.7,3.6,1.4,2.0,7.4,13.0,0.2,1.0,1.3,.084,-2.3,1.1,-1.2,0.2,2022
Romeo Langford,SG,22,SAS,4,43,8.1,.523,.286,1.143,0.0,9.8,4.9,5.8,1.1,0.0,0.0,10.3,0.0,0.0,0.0,.053,-3.8,-0.4,-4.2,0.0,2022
Zach LaVine,SG,26,CHI,67,2328,20.0,.605,.401,.316,1.1,13.8,7.4,20.8,0.9,0.9,11.2,28.8,4.5,1.3,5.8,.120,3.9,-1.5,2.4,2.6,2022
Jake Layman,SF,27,MIN,34,231,9.0,.500,.479,.247,2.7,14.3,8.4,5.3,1.4,2.1,11.0,16.4,-0.1,0.2,0.1,.024,-3.3,-0.6,-3.9,-0.1,2022
Damion Lee,SG,29,GSW,63,1256,10.9,.561,.488,.196,2.4,14.9,8.8,7.1,1.5,0.5,8.4,15.8,0.9,1.8,2.7,.102,-2.4,0.4,-2.0,0.0,2022
Saben Lee,PG,22,DET,37,604,13.8,.499,.339,.401,3.1,13.0,7.8,26.2,2.9,1.8,14.7,17.3,0.3,0.7,0.9,.073,-1.9,1.5,-0.4,0.2,2022
Alex Len,C,28,SAC,39,620,13.1,.577,.119,.358,9.0,19.3,14.1,10.6,1.0,3.5,17.4,17.1,0.4,0.5,0.9,.070,-3.2,0.3,-2.9,-0.1,2022
Caris LeVert,SG,27,TOT,58,1780,15.1,.525,.300,.226,2.7,10.7,6.7,22.0,1.4,1.1,10.3,25.4,1.2,1.0,2.2,.059,0.0,-1.2,-1.2,0.4,2022
Caris LeVert,SG,27,IND,39,1214,16.3,.530,.304,.235,2.7,11.2,6.9,22.8,1.4,1.3,9.9,26.8,1.1,0.4,1.5,.060,1.0,-1.3,-0.3,0.5,2022
Caris LeVert,SG,27,CLE,19,567,12.4,.511,.289,.203,2.6,9.7,6.2,20.5,1.4,0.8,11.6,22.3,0.1,0.6,0.7,.057,-2.1,-1.1,-3.1,-0.2,2022
Kira Lewis Jr.,PG,20,NOP,24,341,9.8,.466,.397,.082,2.9,10.0,6.3,21.7,1.6,0.3,14.7,22.3,-0.3,0.2,-0.1,-0.017,-2.8,-1.2,-4.0,-0.2,2022
Scottie Lewis,SG,21,CHO,2,7,14.6,.568,,,0.0,0.0,0.0,16.2,6.9,0.0,0.0,5.3,0.0,0.0,0.0,.164,0.0,5.9,6.0,0.0,2022
Damian Lillard,PG,31,POR,29,1056,18.5,.550,.514,.328,1.3,11.6,6.2,34.0,0.8,1.0,11.6,29.3,1.7,0.1,1.7,.079,4.0,-2.7,1.3,0.9,2022
Nassir Little,SF,21,POR,42,1088,13.5,.575,.489,.298,5.7,18.7,11.9,7.4,1.1,3.3,10.1,15.8,1.2,0.6,1.7,.076,-0.9,-0.6,-1.4,0.2,2022
Isaiah Livers,SF,23,DET,19,383,11.1,.629,.711,.156,4.0,12.5,8.0,8.0,1.7,1.6,13.5,12.4,0.4,0.3,0.7,.085,-1.3,-0.2,-1.5,0.0,2022
Kevon Looney,C,25,GSW,82,1732,15.7,.586,.003,.343,13.5,23.8,18.8,13.2,1.4,2.9,13.8,12.2,3.5,3.2,6.8,.187,-0.9,1.7,0.9,1.3,2022
Brook Lopez,C,33,MIL,13,298,16.0,.570,.405,.176,6.9,11.9,9.4,3.0,1.3,4.8,7.8,21.9,0.3,0.3,0.7,.108,-0.7,-0.7,-1.3,0.1,2022
Robin Lopez,C,33,ORL,36,612,13.7,.570,.030,.271,11.7,10.0,10.9,14.4,0.2,2.7,16.5,18.9,0.5,0.3,0.8,.064,-2.4,-1.4,-3.8,-0.3,2022
Didi Louzada,SG-SF,22,TOT,9,129,6.4,.517,.697,.061,4.1,10.6,7.2,5.3,0.8,1.5,12.9,13.0,0.0,0.0,0.0,-0.005,-4.1,-3.4,-7.5,-0.2,2022
Didi Louzada,SF,22,NOP,2,7,-1.2,.000,1.000,.000,31.0,0.0,15.8,17.1,0.0,0.0,0.0,18.4,0.0,0.0,0.0,-0.238,-4.1,-8.4,-12.5,0.0,2022
Didi Louzada,SG,22,POR,7,122,6.8,.567,.667,.067,2.6,11.2,6.8,4.7,0.8,1.6,13.9,12.7,0.0,0.0,0.0,.008,-4.1,-3.1,-7.2,-0.2,2022
Kevin Love,C,33,CLE,74,1665,19.6,.594,.627,.260,5.9,29.2,17.8,15.3,0.8,1.0,10.4,25.1,3.2,2.5,5.7,.164,4.4,0.1,4.5,2.7,2022
Kyle Lowry,PG,35,MIA,63,2133,15.0,.600,.609,.278,1.8,13.0,7.5,32.3,1.6,0.8,19.3,18.2,3.7,2.7,6.4,.143,1.1,0.8,2.0,2.1,2022
,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Gabriel Lundberg,SG,27,PHO,4,44,7.7,.342,.421,.000,5.0,11.9,8.5,31.5,3.3,0.0,13.6,21.5,-0.1,0.1,0.0,-0.005,-5.3,0.5,-4.8,0.0,2022
Timothé Luwawu-Cabarrot,SF,26,ATL,52,685,9.3,.556,.656,.220,2.7,10.3,6.6,7.7,1.3,0.8,8.9,14.3,0.6,0.3,0.9,.061,-2.3,-1.0,-3.3,-0.2,2022
Trey Lyles,PF,26,TOT,75,1536,16.4,.588,.372,.432,6.0,21.2,13.4,9.0,0.9,1.9,9.8,20.7,2.4,1.2,3.5,.111,0.5,-0.8,-0.3,0.7,2022
Trey Lyles,PF,26,DET,51,990,16.7,.576,.380,.458,6.2,21.2,13.3,9.5,1.1,2.4,10.5,22.3,1.3,0.9,2.2,.106,0.5,-0.4,0.0,0.5,2022
Trey Lyles,PF,26,SAC,24,547,16.0,.612,.354,.376,5.7,21.3,13.4,8.1,0.6,1.0,8.4,17.8,1.1,0.3,1.4,.120,0.7,-1.6,-1.0,0.1,2022
Théo Maledon,PG,20,OKC,51,908,10.6,.500,.473,.315,2.2,12.8,7.4,18.5,1.7,1.1,15.3,20.3,-0.5,0.8,0.3,.015,-3.7,-0.7,-4.4,-0.6,2022
Sandro Mamukelashvili,PF,22,MIL,41,407,14.7,.618,.452,.191,9.3,12.0,10.7,7.4,1.1,2.1,10.7,14.6,0.8,0.3,1.1,.135,0.6,-1.0,-0.3,0.2,2022
Terance Mann,SF,25,LAC,81,2317,13.4,.572,.301,.238,4.9,14.3,9.7,13.1,1.2,0.8,9.9,16.0,3.1,2.4,5.5,.113,-0.8,0.2,-0.6,0.8,2022
Tre Mann,PG,20,OKC,60,1367,10.2,.501,.463,.139,1.9,11.2,6.4,10.7,1.7,0.8,10.2,22.0,-1.0,1.0,0.1,.002,-3.3,-1.1,-4.4,-0.8,2022
Boban Marjanović,C,33,DAL,23,128,18.5,.615,.057,.314,6.9,27.0,16.9,4.8,0.0,2.1,15.8,33.3,-0.1,0.2,0.1,.045,-3.2,-1.2,-4.4,-0.1,2022
Lauri Markkanen,SF,24,CLE,61,1878,14.7,.582,.541,.226,3.5,16.5,10.2,6.6,1.2,1.4,6.5,19.5,2.7,2.3,5.0,.127,0.4,-0.1,0.4,1.1,2022
Naji Marshall,SF,24,NOP,55,735,12.3,.505,.390,.346,5.6,16.0,10.7,12.3,2.2,1.0,12.9,20.8,0.0,0.7,0.8,.050,-2.7,-0.5,-3.2,-0.2,2022
Caleb Martin,SF,26,MIA,60,1372,14.8,.611,.378,.227,5.9,13.0,9.5,7.0,2.1,2.3,10.3,16.3,1.9,2.1,4.0,.139,0.1,0.9,1.1,1.1,2022
Cody Martin,SF,26,CHO,71,1866,12.7,.579,.376,.253,4.6,11.7,8.1,12.4,2.3,1.6,11.5,12.1,2.4,1.5,3.9,.101,-1.2,0.7,-0.5,0.7,2022
Kelan Martin,SF,26,TOT,30,450,9.4,.484,.439,.076,4.1,9.6,6.8,6.7,1.4,1.7,7.3,18.1,-0.1,0.2,0.0,.005,-2.6,-1.0,-3.6,-0.2,2022
Kelan Martin,SF,26,IND,27,444,9.7,.492,.440,.077,4.0,9.5,6.7,6.8,1.4,1.8,7.5,18.1,-0.1,0.2,0.1,.010,-2.4,-0.9,-3.3,-0.1,2022
Kelan Martin,SF,26,BOS,3,6,-11.3,.000,.333,.000,18.5,17.6,18.0,0.0,0.0,0.0,0.0,22.0,-0.1,0.0,0.0,-0.382,-14.7,-10.5,-25.1,0.0,2022
KJ Martin,SF,21,HOU,79,1656,14.3,.603,.321,.235,5.3,14.5,9.9,9.4,1.0,2.2,9.4,16.3,2.3,0.6,2.9,.084,0.0,-1.2,-1.2,0.4,2022
Garrison Mathews,SG,25,HOU,65,1712,11.0,.602,.837,.390,2.0,10.2,6.1,5.3,1.6,1.3,7.1,14.4,2.2,0.5,2.8,.078,-1.3,-1.0,-2.3,-0.1,2022
Dakota Mathias,SG,26,MEM,6,16,11.0,.500,1.000,.000,0.0,13.4,6.5,8.0,3.0,0.0,0.0,15.4,0.0,0.0,0.0,.114,-1.4,1.7,0.3,0.0,2022
Wesley Matthews,SG,35,MIL,49,1002,6.9,.536,.714,.127,3.2,6.4,4.9,4.6,1.1,0.8,7.2,10.7,0.6,0.6,1.2,.056,-3.0,-0.3,-3.3,-0.3,2022
Tyrese Maxey,PG,21,PHI,75,2650,16.2,.594,.311,.247,1.1,8.9,5.1,19.1,1.0,1.1,7.4,20.2,5.4,1.9,7.3,.132,1.3,-0.7,0.6,1.8,2022
Skylar Mays,SG,24,ATL,28,220,11.7,.589,.391,.141,2.5,9.9,6.2,10.8,1.6,0.0,12.8,15.5,0.2,0.1,0.3,.061,-1.2,-0.8,-2.0,0.0,2022
Miles McBride,PG,21,NYK,40,372,6.1,.393,.630,.111,1.1,11.2,6.1,15.9,1.9,0.3,4.2,13.9,-0.1,0.4,0.2,.032,-5.5,1.0,-4.5,-0.2,2022
,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Mac McClung,SG-PG,23,TOT,2,24,5.2,.621,.500,.167,0.0,12.9,6.5,5.2,1.9,3.6,31.8,16.3,0.0,0.0,0.0,-0.045,-8.4,-1.2,-9.6,0.0,2022
Mac McClung,PG,23,CHI,1,3,8.7,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,29.4,0.0,0.0,0.0,-0.251,-6.9,-8.4,-15.3,0.0,2022
Mac McClung,SG,23,LAL,1,22,4.7,.551,.600,.200,0.0,14.6,7.3,6.0,2.2,4.0,26.9,14.5,0.0,0.0,0.0,-0.015,-8.6,-0.2,-8.8,0.0,2022
CJ McCollum,SG-PG,30,TOT,62,2145,18.3,.553,.403,.146,2.6,11.5,6.9,26.1,1.6,1.0,9.3,27.5,2.6,1.0,3.6,.081,3.2,-1.3,1.9,2.1,2022
CJ McCollum,SG,30,POR,36,1267,15.8,.532,.435,.102,2.8,10.7,6.6,22.5,1.4,1.6,9.2,26.1,0.7,0.3,1.0,.040,1.8,-1.7,0.1,0.7,2022
CJ McCollum,PG,30,NOP,26,878,21.9,.580,.361,.204,2.3,12.5,7.3,31.3,1.9,0.1,9.5,29.4,1.9,0.7,2.6,.140,5.3,-0.7,4.6,1.5,2022
T.J. McConnell,PG,29,IND,27,652,15.1,.525,.159,.111,3.4,12.2,7.7,28.7,2.2,1.3,11.7,16.2,1.0,0.4,1.3,.098,-0.4,1.4,0.9,0.5,2022
Jaden McDaniels,PF,21,MIN,70,1803,10.3,.553,.455,.128,4.4,13.2,8.7,6.1,1.4,2.9,11.4,15.3,0.7,1.7,2.4,.065,-2.9,-0.1,-2.9,-0.4,2022
Jalen McDaniels,SF,24,CHO,55,895,12.7,.595,.425,.283,4.3,16.0,10.1,8.7,1.4,2.3,11.2,15.3,1.0,0.7,1.7,.093,-1.9,-0.4,-2.3,-0.1,2022
Doug McDermott,PF,30,SAS,51,1223,11.4,.593,.551,.110,1.5,8.4,4.9,7.3,0.5,0.4,8.1,18.3,1.1,0.5,1.6,.062,-0.4,-2.1,-2.5,-0.1,2022
JaVale McGee,C,34,PHO,74,1172,22.6,.651,.020,.319,15.3,29.7,22.7,5.4,0.9,6.1,15.8,22.8,2.4,2.6,4.9,.201,-0.1,0.9,0.8,0.8,2022
Cameron McGriff,SF,24,POR,3,46,12.5,.470,.429,.143,13.8,22.3,17.9,9.4,0.0,2.1,0.0,14.0,0.1,0.0,0.1,.097,-1.0,-3.0,-4.0,0.0,2022
Rodney McGruder,SG,30,DET,51,754,11.6,.577,.649,.116,4.2,12.1,8.0,9.6,1.4,0.8,9.2,14.8,0.7,0.4,1.2,.075,-0.7,-0.7,-1.4,0.1,2022
Alfonzo McKinnie,SF,29,CHI,17,206,5.6,.457,.443,.131,7.1,10.9,9.0,3.2,0.5,1.3,9.8,15.3,-0.2,0.1,-0.1,-0.015,-5.6,-3.4,-9.0,-0.4,2022
JaQuori McLaughlin,PG,24,DAL,4,11,-2.9,.000,.500,.000,0.0,0.0,0.0,22.3,0.0,0.0,0.0,8.2,0.0,0.0,0.0,-0.101,-9.4,-4.2,-13.6,0.0,2022
Jordan McLaughlin,PG,25,MIN,62,902,13.4,.535,.425,.200,2.6,8.8,5.6,26.1,3.0,1.1,14.9,11.8,1.3,1.0,2.3,.123,-1.2,1.6,0.4,0.6,2022
Ben McLemore,SG,28,POR,64,1285,11.7,.567,.774,.163,1.0,8.1,4.4,7.3,1.4,0.8,8.7,21.3,0.7,0.2,0.8,.031,-0.7,-2.5,-3.2,-0.4,2022
De'Anthony Melton,SG,23,MEM,73,1657,15.2,.529,.535,.173,4.0,17.1,10.4,16.0,3.0,2.1,13.0,21.3,0.9,2.8,3.7,.107,0.3,1.6,1.9,1.6,2022
Sam Merrill,SG,25,MEM,6,58,7.5,.485,.958,.167,1.8,11.1,6.3,9.0,0.0,0.0,7.2,19.6,0.0,0.0,0.0,.029,-2.2,-3.4,-5.6,-0.1,2022
Chimezie Metu,C,24,SAC,60,1279,13.4,.546,.414,.203,2.9,25.9,14.3,6.9,1.9,2.2,11.1,18.5,0.1,1.4,1.5,.056,-1.6,0.1,-1.5,0.2,2022
Khris Middleton,SF,30,MIL,66,2141,18.1,.577,.425,.285,2.1,15.3,8.8,25.5,1.7,0.8,14.2,26.7,3.2,2.2,5.3,.119,1.9,-0.3,1.6,1.9,2022
C.J. Miles,SG,34,BOS,1,2,-7.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.030,-16.3,0.0,-16.3,0.0,2022
Patty Mills,SG,33,BRK,81,2346,10.4,.563,.715,.074,0.9,6.2,3.6,10.6,1.1,0.6,8.2,16.4,1.9,0.9,2.8,.058,-0.3,-1.4,-1.7,0.2,2022
Paul Millsap,C,36,TOT,33,375,10.8,.458,.304,.209,12.3,20.7,16.6,10.4,1.3,3.1,13.1,16.7,0.0,0.5,0.5,.061,-3.7,0.2,-3.5,-0.1,2022
Paul Millsap,C,36,BRK,24,270,11.2,.443,.318,.200,12.0,23.6,17.9,11.8,0.9,3.6,10.6,16.5,0.1,0.3,0.4,.069,-3.6,0.5,-3.1,-0.1,2022
Paul Millsap,C,36,PHI,9,106,9.7,.499,.267,.233,12.9,13.5,13.2,6.8,2.4,1.7,19.5,17.4,0.0,0.1,0.1,.041,-4.1,-0.4,-4.5,-0.1,2022
,,,,,,,,,,,,,,,,,,,,,,,,,,2022
Shake Milton,SG,25,PHI,55,1179,11.9,.517,.330,.181,2.9,10.4,6.7,17.6,1.2,1.3,9.2,18.3,0.7,1.0,1.7,.069,-1.6,-0.6,-2.2,-0.1,2022
Davion Mitchell,PG,23,SAC,75,2076,10.8,.489,.380,.101,1.7,7.0,4.4,22.5,1.3,1.0,11.5,20.6,-0.5,0.6,0.1,.003,-2.1,-1.7,-3.8,-0.9,2022
Donovan Mitchell,SG,25,UTA,67,2266,21.6,.572,.475,.227,2.7,10.6,6.8,27.7,2.2,0.5,11.7,32.9,4.7,2.5,7.2,.152,4.6,-0.3,4.3,3.6,2022
Evan Mobley,PF,20,CLE,69,2331,16.1,.549,.111,.304,6.9,19.8,13.5,11.6,1.2,4.4,12.4,20.4,1.5,3.7,5.2,.107,-0.9,1.5,0.6,1.5,2022
Malik Monk,SG,23,LAL,76,2139,14.4,.597,.535,.142,1.9,11.0,6.4,15.2,1.4,1.2,12.2,20.1,2.3,1.4,3.6,.081,0.5,-1.0,-0.5,0.8,2022
Greg Monroe,C,31,TOT,14,195,19.5,.566,.000,.404,16.9,18.8,17.7,16.2,2.0,4.8,15.2,17.3,0.4,0.3,0.7,.169,-0.3,0.7,0.4,0.1,2022
Greg Monroe,C,31,MIN,4,81,18.9,.578,.000,.318,7.8,24.4,15.9,28.1,2.3,7.1,21.8,16.6,0.1,0.1,0.3,.149,-0.3,4.8,4.5,0.1,2022
Greg Monroe,C,31,WAS,2,18,25.1,.500,.000,.000,43.8,18.2,30.8,9.0,2.7,4.7,20.0,24.7,0.0,0.0,0.1,.135,-0.1,-4.3,-4.4,0.0,2022
Greg Monroe,C,31,MIL,5,70,16.0,.520,.000,.409,17.0,14.8,15.9,4.0,2.1,2.8,10.4,17.7,0.1,0.1,0.2,.119,-2.2,-2.3,-4.5,0.0,2022
Greg Monroe,C,31,UTA,3,26,27.0,.743,.000,1.400,26.1,12.2,19.0,16.7,0.0,3.4,0.0,13.5,0.2,0.0,0.2,.390,4.6,-0.3,4.4,0.0,2022
Moses Moody,SG,19,GSW,52,607,10.5,.573,.601,.197,3.2,11.0,7.2,5.3,0.6,1.6,6.1,15.2,0.6,0.7,1.3,.101,-1.4,-1.1,-2.5,-0.1,2022
Xavier Moon,SG,27,LAC,10,137,16.2,.545,.275,.098,1.6,9.0,5.4,27.0,2.5,1.9,10.1,19.0,0.2,0.2,0.3,.121,-1.1,1.0,-0.1,0.1,2022
Matt Mooney,SG,25,NYK,1,2,-20.0,.000,1.000,.000,0.0,0.0,0.0,0.0,25.0,0.0,50.0,43.8,-0.1,0.0,0.0,-0.915,-33.9,11.5,-22.3,0.0,2022
